,SEX,RAC1P,EDU,MSP,PINCP_DECILE,HOUSING_TYPE,OWN_RENT
13716,2,1,5,6,3,1,0
8345,2,1,9,2,0,1,1
20109,1,1,9,4,3,2,0
1529,1,2,7,1,3,1,0
9522,1,1,4,5,9,2,0
915,1,4,5,3,2,2,0
17468,2,6,9,2,2,1,1
14237,2,1,6,4,1,1,0
8242,1,5,7,1,5,1,0
2181,2,1,7,2,3,1,0
21070,1,3,4,1,0,1,1
22094,1,1,2,1,2,1,0
6409,1,1,5,5,1,1,1
5332,1,1,7,2,3,1,0
2234,1,7,7,2,2,1,1
5038,1,1,3,3,3,1,1
2238,1,1,11,1,3,1,0
10175,1,2,7,3,1,1,1
8217,2,3,2,1,2,1,0
12196,1,1,5,1,2,1,1
5293,2,1,5,1,4,1,2
12157,2,2,11,1,6,3,2
427,1,1,3,1,0,1,0
1546,2,7,6,2,2,2,0
9568,1,2,4,2,0,3,1
8248,1,1,2,4,2,3,0
1929,2,2,4,3,2,1,1
12844,2,1,8,2,2,2,0
5634,2,2,5,1,5,1,1
17988,1,1,9,1,2,1,0
21137,2,8,9,1,3,1,1
12669,1,1,5,6,0,3,1
6130,1,1,9,1,2,2,1
7413,1,1,7,3,4,2,2
15918,1,1,1,1,1,1,0
4883,2,4,9,1,4,1,1
5050,1,5,9,1,3,2,1
20091,1,1,7,3,2,1,1
21168,1,6,4,1,6,1,1
21486,2,1,3,3,2,3,1
1067,1,2,2,2,1,2,1
7176,1,1,2,3,2,1,0
3638,2,9,10,4,0,3,1
748,2,1,4,5,2,1,0
217,1,6,8,5,7,1,1
5195,2,1,5,1,1,3,0
339,1,8,5,1,1,1,1
22623,2,1,5,1,3,1,0
22899,1,7,9,1,3,2,1
12482,2,5,7,1,2,1,1
7334,2,1,9,1,1,2,1
13647,1,1,4,1,5,1,1
21591,2,1,4,1,1,1,0
8964,2,1,2,3,0,1,1
18564,2,1,2,1,1,3,0
21218,1,3,5,1,0,1,1
7765,2,1,8,2,1,3,1
7931,1,1,5,1,0,1,1
16006,2,1,5,2,3,1,0
1919,1,1,8,3,5,1,0
20117,2,6,10,2,6,1,1
16719,1,1,3,3,2,1,1
1355,2,2,8,6,4,1,1
3424,1,1,7,3,2,2,0
12902,1,1,3,2,3,2,0
10415,2,5,7,1,3,1,1
1126,1,1,5,3,0,1,1
1608,1,1,3,3,2,1,0
12456,1,5,4,1,2,1,0
8920,2,2,4,3,2,3,0
4763,2,1,10,5,0,3,1
20099,2,1,7,6,5,1,1
5536,2,2,9,3,4,1,1
12824,2,1,8,2,4,1,1
14267,1,1,8,1,6,1,0
16095,2,1,9,2,2,1,0
12788,1,1,9,4,0,1,0
16754,1,1,9,1,3,1,0
22243,1,1,3,5,7,3,0
15538,2,2,11,2,5,1,0
11640,1,1,5,1,0,1,1
15226,1,1,3,4,1,2,1
5693,1,1,3,2,4,1,0
4485,1,1,8,1,3,1,0
9611,2,1,2,2,3,1,1
2374,2,4,5,2,4,1,0
22701,1,1,7,1,4,1,0
8156,1,1,7,3,0,3,2
11183,1,8,7,1,2,3,0
9324,1,4,8,3,3,1,0
12351,1,7,7,3,1,2,0
11895,1,1,8,4,5,1,0
8528,1,1,4,1,3,1,0
5673,2,1,9,5,5,3,1
14051,1,1,3,1,1,1,0
8351,2,1,5,3,1,3,0
12840,2,3,5,4,5,1,0
15405,1,1,3,1,2,1,0
10336,1,1,2,4,4,2,2
7586,2,1,4,1,2,1,0
11012,1,1,9,4,0,2,1
14594,2,7,4,5,2,3,0
9349,1,1,7,2,3,1,1
16240,1,1,9,1,0,1,0
18407,2,1,9,3,3,1,0
15881,2,2,8,2,4,1,0
8573,2,2,7,5,4,1,0
22998,1,2,8,1,4,1,1
22774,1,1,10,1,5,2,1
9838,1,1,11,2,1,2,0
18237,1,2,5,3,6,2,1
16167,2,1,3,1,0,1,1
18798,1,2,3,5,1,1,0
20042,2,1,4,2,2,3,1
4068,1,1,2,1,0,1,1
7513,2,2,2,4,1,3,0
774,2,2,8,3,2,1,1
423,2,1,6,2,2,1,1
5251,1,1,4,2,2,2,0
4048,1,9,10,4,4,1,1
3919,1,1,6,1,0,2,1
3528,1,1,4,1,3,1,1
22023,1,5,6,4,3,1,1
8477,2,5,6,1,3,1,1
22241,2,2,6,4,5,1,1
16295,2,1,9,2,3,1,0
14892,2,2,2,3,4,2,0
20942,1,1,7,5,3,3,0
22916,1,1,10,1,4,3,1
5680,1,1,4,1,2,1,0
6241,1,1,3,3,3,1,1
13639,1,6,6,3,0,1,0
9570,2,1,5,2,6,2,1
16342,1,8,10,1,1,2,1
18889,2,6,7,1,5,1,0
7489,1,1,2,1,4,1,0
1631,1,6,7,1,1,1,0
11465,2,1,2,1,2,1,0
745,2,1,8,2,2,1,1
18728,2,2,3,4,3,1,1
4795,1,2,5,4,0,1,0
2288,2,1,7,5,3,1,0
22412,2,7,2,1,2,1,1
10573,2,4,5,1,0,2,0
1144,1,1,2,1,4,2,0
17671,1,1,1,1,1,1,0
7224,2,1,5,5,5,1,0
13649,2,1,11,2,5,1,2
615,2,1,3,5,0,3,0
11664,2,2,7,5,6,1,0
21356,2,1,5,2,1,1,0
14940,1,1,10,1,4,1,0
13046,1,8,1,5,6,1,0
6967,1,1,9,1,1,1,1
20738,1,7,2,1,1,1,1
13714,1,3,3,1,3,2,1
11733,2,1,2,1,3,1,0
6317,1,1,3,5,1,3,1
1949,1,1,5,1,3,2,0
20485,1,1,7,3,3,3,1
17410,1,1,2,1,0,1,0
2868,2,1,4,3,1,1,1
17562,1,1,7,1,3,1,0
13172,1,1,10,6,3,2,1
20537,2,5,9,5,3,1,0
12019,1,7,3,4,3,1,1
19578,2,2,2,2,2,2,0
3294,2,2,3,6,5,1,0
16188,2,9,12,3,2,1,1
20125,2,5,9,1,2,1,1
3770,2,1,5,1,4,1,0
7293,1,1,9,1,2,1,0
259,2,2,6,3,6,2,0
12728,2,1,5,1,3,1,1
6855,1,1,9,1,1,1,1
22610,1,1,10,4,3,1,0
17218,1,1,5,5,2,1,0
22606,1,2,10,1,6,3,1
16120,2,5,5,1,1,1,0
2310,2,5,7,3,0,1,1
14624,2,1,11,6,1,3,0
19620,1,2,12,1,4,1,0
3328,1,2,3,3,1,3,1
8719,2,1,2,1,2,1,0
6563,2,3,2,1,2,1,0
9229,2,1,3,1,6,1,0
14197,2,1,7,3,1,2,0
5096,2,1,2,4,4,3,1
125,1,1,4,1,1,1,0
19640,1,1,7,1,1,1,1
12257,1,8,6,1,5,1,0
11297,2,2,7,6,5,1,1
21157,1,1,3,3,1,1,0
1426,1,2,11,1,0,3,1
6602,1,7,7,1,3,1,0
19375,1,1,5,1,1,3,0
8997,1,1,8,2,5,1,1
322,1,1,3,1,0,1,0
14644,2,1,3,1,1,1,0
7538,1,1,1,2,4,1,0
19963,1,2,4,3,2,2,2
9752,1,2,6,5,7,3,2
13587,1,5,5,4,1,1,0
15619,1,1,11,2,3,1,1
10612,1,1,5,1,1,1,1
4182,1,1,3,1,4,1,1
17562,1,1,5,1,3,1,0
13011,1,1,5,1,3,1,0
11226,2,1,4,1,0,1,0
14176,2,1,6,2,5,1,0
16915,2,6,8,5,1,1,0
13276,2,1,4,1,2,1,0
19595,2,1,5,4,2,1,1
7059,1,1,9,1,2,3,1
2356,2,1,4,1,0,1,1
3422,1,1,3,4,0,1,0
16086,2,2,4,3,6,3,0
9933,1,1,5,1,5,1,0
6027,1,1,10,1,4,3,0
21062,2,1,9,4,5,1,1
9085,1,1,8,4,1,3,1
5115,2,1,2,2,5,3,1
11721,1,1,9,1,1,1,0
18073,2,1,10,2,0,2,1
5857,1,1,7,1,3,1,0
6177,1,1,1,3,3,2,1
6197,1,2,4,2,1,3,0
13936,1,5,7,5,4,1,0
13801,2,1,10,1,2,1,1
16300,1,1,9,2,2,1,0
17504,1,1,6,2,2,2,0
2456,1,1,11,4,5,2,1
22180,1,9,4,6,0,1,1
11671,1,2,5,1,7,2,1
14634,2,1,11,1,4,3,1
5547,2,1,7,5,4,2,0
21690,1,1,7,1,1,1,1
22133,1,1,9,3,2,1,0
17447,2,1,7,1,1,1,0
13419,1,1,5,1,9,2,1
14880,1,1,8,1,3,1,1
13294,2,1,3,2,2,1,1
549,1,2,5,5,6,1,0
5534,2,8,9,1,3,3,1
15880,1,1,5,1,3,2,1
3770,2,1,8,4,1,3,0
8358,1,1,5,5,2,1,0
21575,2,1,5,5,1,1,0
19827,1,1,4,1,1,1,0
13359,2,1,7,2,4,1,0
20542,1,1,5,2,4,1,0
9442,1,1,5,1,7,1,0
4299,2,7,3,1,2,1,1
246,1,2,7,3,7,3,2
12747,2,1,5,1,4,3,2
15361,1,1,9,1,4,2,2
14224,2,1,3,2,2,1,1
12325,1,5,9,1,3,3,2
14182,1,1,2,1,1,1,0
6237,1,1,7,1,0,1,0
15556,1,1,7,2,2,1,1
13154,1,1,5,5,2,1,0
8392,1,1,9,1,2,1,0
6835,2,1,3,4,2,2,0
4041,1,1,2,1,1,2,1
12641,2,1,9,2,4,1,0
393,1,1,5,1,2,3,0
5170,2,1,4,4,0,1,0
13742,1,1,3,4,4,1,0
8635,1,2,9,1,3,1,1
8152,2,1,5,2,0,2,1
20441,2,2,5,5,4,1,0
16908,1,5,3,2,0,1,0
20811,2,8,5,5,1,1,0
3451,2,5,4,2,3,2,0
11740,1,1,6,1,1,1,1
2669,2,1,4,1,2,1,1
21098,1,1,3,4,3,2,0
4135,1,1,2,5,1,3,0
15025,1,1,7,1,4,1,0
18481,2,1,1,1,0,1,1
4324,2,2,5,1,6,2,1
5939,1,1,4,2,3,1,2
3512,1,7,1,2,2,1,0
13634,1,1,9,1,4,1,0
2501,2,1,7,2,3,3,0
5644,2,1,10,2,3,1,0
14743,1,1,2,1,2,1,0
3123,1,1,7,2,4,2,0
3382,2,7,6,4,3,1,0
21832,1,8,7,3,1,2,0
6893,1,1,5,2,4,1,0
11631,2,1,6,1,2,1,0
15659,1,1,7,5,3,1,0
14401,2,1,7,3,6,1,0
2799,2,2,4,3,0,1,1
13356,1,1,5,1,1,1,0
9051,1,1,10,1,1,1,0
16774,1,5,3,5,0,1,0
13583,1,2,5,2,0,2,1
5340,1,1,4,1,1,1,0
13840,2,1,7,1,2,1,0
4150,1,2,2,1,1,1,0
14175,1,1,7,6,4,1,1
735,1,1,6,2,4,1,2
14193,2,8,4,2,3,1,0
1662,2,1,5,3,6,1,0
17197,1,1,7,1,0,1,0
5787,2,1,9,1,3,1,1
16521,2,2,5,5,5,1,0
8964,2,1,5,1,1,1,1
7692,1,1,5,4,1,3,1
21911,1,1,2,2,4,1,1
15493,1,3,2,1,2,1,0
5320,1,1,5,1,0,1,0
2530,2,5,5,5,3,1,0
12753,1,9,7,1,6,2,2
22165,2,1,5,1,4,1,1
21886,1,1,10,3,2,1,1
4007,2,5,3,1,3,1,1
3765,2,7,9,5,4,3,1
14445,2,2,7,2,4,1,0
7942,1,1,6,5,3,1,0
5284,1,1,5,5,6,1,0
20632,1,1,3,3,2,1,1
2295,2,1,5,1,5,1,0
10957,2,1,5,1,3,1,0
18883,1,1,5,1,0,1,0
16734,2,1,11,3,2,2,2
9639,2,1,7,2,2,1,1
19488,2,1,2,5,6,1,0
3682,2,1,9,1,1,1,1
22754,1,1,7,3,0,2,0
22784,1,2,4,3,1,1,1
5439,2,2,9,1,4,1,1
2521,1,1,4,1,3,1,0
17074,2,1,5,1,2,1,0
19285,2,1,4,2,2,2,0
5653,1,9,9,2,2,2,0
4681,2,1,8,1,0,1,1
10160,1,6,4,1,3,1,0
9700,2,1,4,1,0,1,1
20613,1,1,5,2,1,1,0
21293,1,1,7,5,5,1,0
14058,1,2,9,2,2,1,0
10979,1,1,5,1,0,1,1
8169,1,1,8,4,2,1,1
14534,2,1,1,5,3,2,0
7230,2,2,5,5,4,1,1
15204,1,1,7,1,3,1,0
20650,1,9,6,1,2,3,0
7890,2,1,9,1,0,3,1
1470,2,1,11,1,7,1,0
16654,1,1,5,1,3,1,0
21703,2,1,5,4,2,1,1
9039,2,1,2,1,2,1,0
7477,1,1,11,1,1,1,0
1142,2,1,3,1,3,1,0
4211,2,6,12,1,7,2,2
21174,2,1,3,1,3,1,0
5919,1,2,3,5,3,2,0
3767,1,1,5,5,0,1,0
14852,2,1,3,2,1,1,1
22401,1,1,1,1,3,1,0
11795,2,1,8,2,6,3,1
22751,1,1,6,3,1,3,1
16718,2,1,3,1,2,2,0
3222,2,1,12,3,3,2,1
18526,1,1,12,1,2,2,2
3109,2,7,7,2,2,1,1
9739,2,1,3,1,1,1,1
9249,1,1,2,1,3,1,1
4449,1,1,3,1,2,1,0
14951,1,1,2,1,3,1,0
5071,1,1,11,2,0,1,0
22543,1,1,4,3,5,1,0
20705,2,8,4,3,6,1,0
338,1,1,8,3,1,1,1
604,1,1,5,1,2,1,1
11706,1,5,8,1,3,1,0
18329,2,1,7,2,5,1,0
14196,1,1,9,6,3,2,0
11155,2,7,7,5,4,1,0
12229,1,1,6,1,3,1,0
13510,1,6,2,1,4,1,1
20505,1,7,3,1,3,2,0
16824,2,1,2,4,4,2,1
78,2,1,4,4,3,1,0
9629,1,1,3,3,5,2,1
10998,1,2,4,1,1,1,0
12524,2,1,2,2,0,1,1
17988,1,8,1,6,1,2,0
21721,1,8,3,2,4,3,2
12694,1,1,7,2,4,1,1
3106,1,2,3,3,6,3,1
20567,1,6,8,1,3,1,0
8282,1,1,10,2,3,2,0
6765,1,1,8,1,3,2,0
20780,1,1,4,1,0,1,0
882,1,1,2,2,2,1,0
10968,1,1,5,1,2,1,1
9495,2,1,2,1,2,1,0
18667,1,1,3,1,1,1,0
13507,2,4,2,1,3,1,0
4736,2,1,3,1,1,2,0
20519,1,1,4,1,4,2,0
14421,2,4,7,1,0,1,1
8441,2,2,4,4,1,2,2
22341,1,4,3,6,3,1,1
22925,1,1,3,2,3,1,2
20657,1,1,4,2,4,2,0
19075,1,1,3,2,1,3,0
3959,1,1,7,1,4,1,0
17055,1,1,9,2,0,1,1
6169,2,1,7,1,2,1,0
2207,1,1,5,5,0,3,1
8724,2,2,9,1,3,2,0
5651,2,1,8,6,3,1,0
18779,1,1,5,1,2,2,2
13375,2,1,7,1,4,1,0
2409,2,1,4,1,2,2,0
21349,1,1,2,1,3,1,1
2047,1,1,7,1,2,1,1
19317,1,8,4,1,0,1,1
21277,2,2,4,4,4,1,1
19194,2,1,5,1,1,3,0
16147,1,1,3,1,2,1,0
20968,1,1,9,1,2,1,1
2591,1,1,9,2,8,1,0
11317,1,1,5,1,4,3,0
18337,1,1,4,3,2,1,1
22671,1,1,2,2,2,1,1
17251,1,8,9,6,1,3,1
10148,1,2,9,1,0,3,0
15120,2,2,2,1,1,1,0
4400,2,2,2,1,1,1,1
9777,2,1,3,4,0,1,1
14232,2,2,5,2,1,1,1
11762,2,1,3,2,5,1,1
12015,2,7,7,1,4,1,1
10564,2,1,9,2,2,1,0
12502,2,1,7,6,4,3,0
7255,1,1,9,2,2,1,0
13601,2,1,4,4,8,1,0
14717,2,1,10,1,4,1,0
15627,2,2,9,4,1,2,1
5461,2,1,8,1,4,1,1
14125,1,2,4,5,2,3,1
21216,2,1,4,2,2,1,1
17734,1,1,1,1,2,1,0
12034,1,1,4,1,2,1,0
920,1,1,1,2,5,1,1
16912,1,6,9,3,5,1,1
7845,1,1,5,5,1,2,1
20952,1,8,7,4,4,1,2
9422,1,1,4,1,3,3,0
18905,1,1,5,4,2,1,2
298,1,1,2,3,0,3,1
4193,1,1,1,1,0,1,0
15390,1,1,5,1,3,1,0
3537,1,1,11,1,4,1,0
3657,1,1,3,1,0,1,0
22878,1,2,4,1,0,1,1
8146,2,4,5,1,3,1,0
14966,2,1,3,3,4,1,1
4571,2,1,7,3,0,2,0
1361,2,1,4,2,3,1,0
2294,2,1,3,2,0,1,1
11755,1,1,9,3,5,2,1
1166,2,1,5,1,8,3,1
8468,1,6,7,1,5,1,0
11413,1,1,3,5,8,1,0
16411,2,6,9,1,5,1,1
4560,2,1,10,1,2,1,1
15909,2,1,1,2,2,2,0
14712,1,1,4,1,2,1,0
6395,1,2,8,1,3,1,0
12850,1,1,4,1,0,2,0
8282,1,7,9,1,5,2,1
19748,1,1,9,1,2,1,0
21279,1,1,3,5,1,3,0
11878,2,1,3,2,4,1,0
3900,2,1,8,1,5,1,0
18638,1,1,7,2,3,1,1
14354,1,1,5,3,2,1,1
6705,2,1,5,2,0,1,0
1797,1,1,5,1,4,1,1
10497,2,1,5,1,3,1,0
1057,2,1,5,3,1,1,1
964,2,1,5,2,2,1,0
4399,1,6,8,2,1,1,0
13534,1,2,8,2,2,1,1
18011,1,1,6,1,4,1,1
8584,1,6,4,1,1,1,1
15340,2,2,3,3,3,2,1
11096,2,1,7,1,5,2,2
19127,1,6,3,5,5,1,1
790,1,2,6,1,4,1,0
2404,2,1,9,1,4,1,0
21438,1,6,2,5,4,1,0
8951,2,1,8,4,2,3,0
15904,2,1,12,2,0,1,0
10010,1,1,2,1,0,1,0
304,1,1,8,4,5,1,0
19618,2,1,2,1,1,1,0
9341,1,1,5,4,0,2,0
22912,2,1,9,1,3,1,0
12219,2,1,8,2,3,1,1
21349,2,1,6,2,4,1,1
221,2,1,1,2,0,1,0
3244,2,1,4,2,1,1,0
12536,2,7,10,2,4,1,0
20925,2,1,2,1,1,1,0
21522,1,1,4,3,5,3,0
22515,1,2,3,1,1,1,1
9291,1,4,11,2,3,1,0
2243,1,1,4,4,0,3,0
5973,1,5,5,6,8,2,0
9915,1,6,8,1,4,1,2
7404,1,1,9,1,5,1,0
21453,1,1,9,1,1,1,1
9555,1,9,3,6,4,1,1
6312,2,1,11,2,2,1,0
9007,2,1,2,1,0,2,0
14263,1,1,3,1,3,1,0
7130,2,2,5,5,1,2,0
15037,2,1,2,1,4,1,1
805,1,1,2,4,2,1,1
1106,1,1,4,3,4,2,2
14267,1,1,8,1,3,2,2
13287,1,1,3,1,2,1,0
1251,1,8,5,1,3,1,1
11244,2,1,9,1,3,1,1
11964,2,2,7,5,0,1,0
1479,1,5,8,1,0,1,0
10063,2,1,8,2,1,1,0
15377,2,1,10,4,3,1,0
2612,1,1,10,2,3,1,0
11007,2,1,9,1,2,1,1
5297,2,1,7,6,3,1,0
18543,2,1,10,2,0,1,0
9131,1,1,7,4,2,2,0
5500,1,1,10,2,4,1,1
3911,1,2,3,1,1,1,0
1322,2,1,5,2,2,1,0
17264,2,6,8,5,9,1,1
12814,1,1,5,6,3,1,0
6243,1,1,3,4,3,1,0
13539,1,2,9,3,4,3,1
2580,2,2,9,3,2,3,1
7665,1,2,3,4,4,1,0
14013,1,5,4,1,2,1,0
22383,2,1,8,2,9,1,0
21439,1,1,3,1,3,1,0
5497,2,2,5,1,3,1,0
19291,2,1,3,2,0,2,0
779,2,2,2,2,2,1,1
3519,1,1,7,4,3,1,1
17439,1,1,8,1,1,1,0
11007,2,4,2,2,2,1,0
18333,1,1,8,1,2,1,1
1687,1,5,2,2,3,3,1
13510,2,1,9,3,5,3,0
15811,1,1,4,1,0,3,0
17322,2,7,12,6,4,1,0
1015,2,7,10,1,4,2,1
10603,1,2,5,3,2,1,1
3053,2,4,5,1,2,1,1
13995,1,1,8,4,3,1,0
1124,1,1,8,5,6,2,1
20366,2,2,1,3,4,1,1
4534,2,1,4,6,0,3,1
3640,1,1,2,2,0,1,1
20060,2,1,3,3,4,1,0
3064,1,1,2,1,4,2,0
5131,2,2,7,2,0,1,0
22342,2,1,5,1,1,1,0
16442,1,2,8,6,1,1,1
20350,1,2,11,1,3,2,2
14665,1,4,5,1,1,1,0
18429,1,1,4,1,1,3,2
12513,2,6,10,3,7,3,0
22416,2,1,12,2,4,1,1
6760,2,9,10,4,1,2,1
10561,1,1,9,2,4,1,0
13653,2,1,9,4,5,2,2
2475,2,4,11,3,5,1,1
12408,2,1,5,1,2,1,0
17413,1,1,3,3,3,1,1
17654,1,1,8,1,5,2,1
2488,2,1,10,1,2,3,1
11934,2,8,9,1,0,1,1
15874,1,1,9,1,2,1,0
14194,2,1,3,4,2,3,1
6826,1,1,1,5,3,1,0
507,1,1,4,4,4,1,0
16166,2,1,5,2,5,1,2
21224,1,1,7,5,1,3,2
4064,2,1,5,1,3,1,0
1165,1,1,4,6,4,1,1
1470,2,8,7,1,4,1,1
15397,2,1,5,6,1,2,2
21410,1,4,2,2,2,1,0
7092,2,1,9,4,4,1,2
16800,1,1,5,2,4,1,1
16173,1,1,4,5,5,1,0
5500,2,1,5,3,3,1,0
7885,1,1,4,2,5,1,0
11168,1,1,3,6,3,1,1
8773,1,1,9,6,0,1,1
551,1,1,7,1,5,1,0
15325,2,1,7,6,9,1,1
16509,2,1,12,1,3,1,0
14680,2,1,5,5,7,1,0
3616,1,2,2,3,0,3,0
21917,1,8,5,1,4,1,1
1422,1,1,3,1,0,1,0
17720,1,1,6,1,1,1,0
8990,1,1,2,1,1,1,1
16647,1,5,5,2,1,1,1
16141,1,1,9,1,0,1,0
6455,2,1,9,6,1,2,2
11600,1,1,3,1,4,1,0
19466,1,1,7,1,0,1,1
9362,2,2,7,3,1,1,1
19839,1,2,6,3,0,2,0
7979,1,1,9,2,4,1,0
1619,1,1,5,6,5,2,0
6115,1,1,5,5,3,2,0
19990,1,1,8,3,0,3,0
3118,1,4,4,2,3,1,1
4050,1,1,9,2,4,1,0
10490,1,1,5,2,0,1,1
20590,2,1,5,5,3,1,0
8162,1,7,6,3,4,1,1
13211,2,1,8,3,5,1,1
9802,2,1,9,1,4,2,1
6729,1,1,6,2,2,1,1
8476,1,4,7,1,0,1,0
12427,1,1,8,1,4,3,0
11953,2,1,5,1,2,1,1
20606,1,1,5,6,3,1,0
2438,2,1,4,1,4,1,1
13981,2,8,8,1,3,1,0
16065,1,2,1,1,2,1,0
12579,1,1,3,1,1,3,1
18005,1,1,5,5,1,1,0
979,2,1,5,2,1,1,1
15365,1,1,7,1,3,1,1
21473,1,1,4,5,3,1,0
2825,1,1,5,5,2,1,0
22468,1,1,7,5,3,2,2
2672,1,1,4,3,2,1,0
16663,1,2,6,1,3,1,0
1055,2,1,7,1,4,2,0
7222,1,8,10,5,4,1,1
14351,2,1,3,1,0,1,1
6356,2,1,9,1,4,2,1
22991,2,2,4,1,1,1,0
8441,2,5,5,2,3,1,1
20142,1,1,3,1,4,1,0
15151,2,1,6,1,3,1,1
20144,2,1,6,1,5,2,2
4341,1,1,7,5,3,1,0
4751,2,3,3,3,4,1,1
21104,2,2,5,2,1,1,0
19678,2,1,9,5,2,1,0
2449,1,1,7,1,4,1,0
6995,1,1,4,1,3,1,0
13765,1,1,6,1,0,1,0
14023,2,2,10,3,4,1,1
14861,1,1,7,1,0,1,0
197,2,1,4,6,2,1,1
4150,1,3,5,4,1,3,1
10922,1,1,5,5,4,3,2
1809,2,1,3,1,0,1,0
20860,1,1,5,4,3,2,0
1191,1,1,3,1,2,1,0
12673,1,1,5,2,3,1,1
12972,1,1,6,1,6,2,1
20241,1,1,2,5,1,1,0
16657,1,2,2,1,4,1,0
14240,1,1,10,3,1,1,0
22786,1,1,3,1,0,1,0
20330,1,1,2,4,3,1,1
22886,2,1,5,1,3,3,0
16050,2,2,2,1,1,3,1
21385,1,1,4,1,1,1,0
18011,1,1,8,5,6,1,0
18879,1,1,4,4,0,2,0
21577,1,1,5,1,0,1,1
434,2,2,7,1,1,1,1
3831,2,1,5,5,2,2,2
11935,1,2,7,5,2,1,0
10725,1,3,7,4,3,2,2
14547,1,1,3,2,0,1,1
10422,1,1,10,1,3,1,0
2440,2,1,5,1,3,1,1
12271,1,1,2,2,1,1,1
10184,1,2,9,4,1,1,0
13207,2,4,7,3,1,1,1
20924,2,7,7,4,8,1,1
16653,1,1,11,1,1,2,1
9342,2,1,5,2,3,1,0
13432,1,1,5,1,0,2,1
2112,1,1,9,4,2,3,0
513,1,1,2,2,1,2,1
5469,2,1,6,5,3,1,0
16903,2,2,9,2,2,1,0
7970,2,2,4,4,5,1,1
16196,1,1,3,1,3,3,0
9175,1,1,7,2,7,1,0
3888,2,1,5,3,3,1,1
9386,1,7,1,1,2,1,0
6234,1,1,5,5,5,1,0
599,2,7,3,3,2,2,1
13160,1,1,6,1,3,1,0
19731,2,1,9,1,5,1,1
19259,1,2,9,1,4,1,0
13478,2,8,4,1,2,3,0
13658,1,1,3,1,1,2,1
21618,1,8,5,1,3,1,1
593,2,3,5,3,6,3,1
3185,2,1,5,1,3,1,0
3850,1,1,3,1,1,1,0
11736,2,1,5,1,0,2,1
14886,1,1,4,2,1,1,0
6329,1,1,4,3,3,1,0
848,2,9,3,6,1,3,0
4062,1,2,3,5,3,1,0
1543,1,6,4,1,5,1,0
17125,1,1,5,3,2,1,1
15649,1,1,7,5,3,2,0
14143,2,1,5,1,1,1,0
8640,1,7,7,1,4,1,1
18030,2,1,3,2,1,2,1
20459,1,5,9,2,4,1,0
9290,1,1,6,1,2,1,0
2640,1,1,3,1,2,1,0
21828,1,1,5,4,0,2,0
13443,1,1,9,1,5,1,0
12760,2,1,7,2,0,1,1
3705,1,1,5,1,8,1,0
8380,1,1,5,5,3,1,1
7829,2,1,5,2,4,1,1
3818,1,3,2,1,1,1,0
22597,2,1,7,4,6,3,1
4300,2,1,4,1,1,1,0
19265,1,1,7,6,8,2,0
9770,2,2,4,2,2,1,1
21005,1,1,5,2,4,1,2
255,1,1,7,1,6,1,0
10312,1,1,5,1,2,1,1
2981,2,1,1,1,3,1,0
6155,2,1,8,6,4,1,0
11018,2,1,9,2,3,1,0
8325,1,8,9,3,4,3,1
17536,2,1,2,2,4,1,0
11081,2,1,8,6,6,1,0
4160,2,2,7,1,6,3,2
12291,1,5,3,2,3,1,0
15008,2,1,3,2,1,2,0
20953,2,1,3,2,2,1,1
13069,2,1,8,5,5,1,0
7937,2,6,9,6,2,1,1
15104,1,1,9,1,4,1,0
859,1,1,3,1,2,1,0
3692,1,1,6,4,4,1,1
12438,2,1,5,1,2,1,0
11698,1,5,9,2,6,3,1
245,2,1,9,4,3,2,0
11051,1,1,6,1,1,1,0
19971,1,1,5,1,2,2,0
10591,1,3,7,1,1,1,0
4948,2,2,3,5,2,1,0
10062,2,3,3,4,4,1,0
10354,1,1,5,2,8,1,0
13144,1,1,5,1,1,2,0
8573,2,4,5,3,2,3,1
16965,1,1,4,1,2,1,0
16491,1,1,9,1,3,1,0
1819,1,1,7,1,4,1,1
16925,2,1,4,1,3,1,1
3295,1,1,9,1,5,2,1
13634,1,1,9,1,2,2,1
12401,2,1,11,1,0,3,2
6063,2,1,10,2,4,1,0
21571,1,1,7,2,9,3,1
6960,2,1,10,1,2,3,0
13973,1,1,3,1,5,1,0
14688,2,1,7,1,9,1,0
6119,1,1,4,2,3,1,1
13352,1,1,4,1,0,1,0
13196,1,7,5,1,2,1,1
757,2,1,5,1,9,3,1
4124,2,1,2,2,4,2,2
6525,1,4,8,1,5,1,0
2385,2,1,9,2,3,1,0
3440,2,1,8,1,8,1,0
862,2,1,4,1,2,1,1
284,2,7,7,1,3,1,1
3514,1,1,7,2,0,1,0
5866,1,1,10,4,1,1,2
20899,2,9,6,2,4,1,0
9731,1,1,7,2,5,2,2
660,2,1,7,6,1,1,0
15194,2,2,7,4,7,1,1
6587,2,1,2,1,3,1,0
2627,2,1,5,4,6,1,0
14518,2,1,5,1,3,1,0
11828,2,1,5,2,6,1,0
1020,1,1,7,2,1,1,0
19068,1,1,4,4,5,1,0
1946,2,1,8,3,0,2,0
21729,1,4,4,2,4,1,0
17702,1,1,2,3,6,1,1
4503,1,9,10,1,3,1,1
22657,1,1,7,4,4,3,0
291,1,1,1,2,2,1,1
19993,1,5,7,4,4,1,0
7401,1,1,9,3,1,2,1
13500,1,1,3,5,1,1,1
18882,1,1,5,5,4,1,0
