Respondent ID,How easy is it to balance your work life and personal life where you work?,None,"Family commitments: including but not limited to parental leave, bereavement leave, adoption/infertility support, child care supports, elder care supports","Health and wellness: including but not limited to fitness, nutrition, mental health services, stress management, mindfulness services","Cultural/religious practices: including but not limited to extended or flexible holidays, dedicated prayer rooms","Flexible working arrangements: including but not limited to hybrid or remote work, short-term disability benefits, flex time/alternative schedules, job sharing, temporary or permanent switch to part time, and emergency leave",Not listed (please specify),"Family commitments: including but not limited to parental leave, bereavement leave, adoption/infertility support, child care supports, elder care supports","Health and wellness: including but not limited to fitness, nutrition, mental health services, stress management, mindfulness services","Cultural/religious practices: including but not limited to extended or flexible holidays, dedicated prayer rooms","Flexible working arrangements: including but not limited to hybrid or remote work, short-term disability benefits, flex time/alternative schedules, job sharing, temporary or permanent switch to part time, and emergency leave",[Insert text from Other],My employer states its values about diversity.,My employer is committed to creating an inclusive and equitable workplace.,I feel respected and valued in my workplace.,I believe the culture in my workplace is supportive.,Do you have any comments about work/life balance or work culture?,Have you ever taken voluntary or involuntary extended leave (more than regular vacation or paid time off) from your career?,Please note the length of your latest or most significant leave.,Please indicate the reason(s) for your leave.,Open-Ended Response,How would you characterize the impact your time off had on your career progression?,Open-Ended Response,"On a scale of 1 to 10, with 10 being completely satisfied, how satisfied are you with your current position?",Recognition from Colleagues/Peers,Recognition from Leadership,Leadership Opportunities,Promotions,Compensation,Access to Manager(s),"Project, Committee, or Team Assignments",Open-Ended Response,None,Skills training,Personal development,Professional  development,Certification program,Degree program,"Diversity, Equity & Inclusion training (e.g., implicit bias training)",Not listed (please specify),Skills training,Personal development,Professional  development,Certification program,Degree program,"Diversity, Equity & Inclusion training (e.g., implicit bias training)",Other,Open-Ended Response,"Do you currently or have you ever had a mentor, sponsor, coach, or other advisor who helped you navigate your career?",Was the relationship part of a formal mentoring program?,Did their support measurably impact your professional growth?,"Have you ever served in the workplace as a mentor, sponsor, coach, or other advisor?",Was the relationship part of a formal mentoring program?,Open-Ended Response,None,Networking at in-person conferences,Networking at virtual conferences,Participate in employee resource groups,Socialize with peers within my company,Socialize with peers outside of my company,"Use social media (e.g., LinkedIn)",Networking at in-person conferences,Networking at virtual conferences,Participate in employee resource groups,Socialize with peers within my company,Socialize with peers outside of my company,"Use social media (e.g., LinkedIn)",Have you advanced your career or experienced other benefits as a result of networking?,Open-Ended Response,I take initiative to identify new job opportunities.,I am likely to pursue job opportunities that are presented to me.,"I let my manager know what I want, with the expectation that it will generate growth opportunities.",I pursue job opportunities even if I do not fulfill all of the requirements on a job description.,I find that job opportunities I pursue don’t come to fruition.,I trust that I am compensated appropriately for my accomplishments.,I advocate for myself when appropriate so that my manager knows what I want and expect.,I believe I am being paid fairly for the work that I do.,I avoid discussions about salary and incentives.,"I lead the discussion, whether or not I am facilitating the meeting.",I contribute to discussions without hesitation.,I keep my thoughts to myself during meetings.,I volunteer to take meeting notes/minutes.,I have fair opportunities to be promoted.,I believe people of all genders have the same opportunities to be promoted in the industry.,I believe people of all ethnicities have the same opportunities to be promoted in the industry.,I believe people of all ages have the same opportunities to be promoted in the industry.,I believe people of all religious beliefs have the same opportunities to be promoted in the industry.,I believe people of all sexual orientations have the same opportunities to be promoted in the industry.,I believe people with disabilities and people without disabilities have the same opportunities to be promoted in the industry.,Open-Ended Response,Which of the following best describe your gender identity?,Not listed (please specify),Asian,Black,Indigenous,Latina/e/o/x,West Asian,Pacific Islander,White,Prefer not to answer,Not listed (please specify),Open-Ended Response,What country do you currently live in?,What country were you born in?,Is your first language the primary language of your workplace? ,"Yes, I have a disability","Yes, I have a neurodivergent condition",No,Prefer not to answer,"Yes, one or more children","Yes, one or more adults",No,Prefer not to answer,Asexual,Bisexual,Heterosexual,Gay or Lesbian,Pansexual,Queer,Prefer not to answer,Not listed (please specify),Which age group do you belong to?,What is the highest degree or education level that you have achieved?,None of the above,Agnostic,Ancestral or tribal beliefs,Atheist,Baháʼí,Buddhist,Christian,Daoist,Folk religionist or Spiritist,Hindu,Muslim,Jainist,Jewish,Pagan,Shintōist,"Spiritual, but not religious",Sikh,Zoroastrian,Prefer not to answer,Not listed (please specify),Full-Time Permanent Staff,Part-Time Permanent Staff,Temporary or contract Staff,Owner or founder,Independent consultant or freelancer,Retired,Unemployed,Not listed (please specify),Which of the following groups best describes your employment level?,Not listed (please specify),Which of the following groups best describes the organization that you work for?,Not listed (please specify),Approximately what is the size of your employer's workforce?,"In which of the following areas of publishing are you involved? Choose the function that most closely resembles your role, or self-describe in the comment box if your area is not listed.",Not listed (please specify),How long have you worked for your current employer?,How long have you worked in publishing and/or related industries?,"No, none of the above","Yes, a paid opportunity","Yes, an unpaid opportunity"
00186,Very easy,,1,1,,1,1,1,1,,1,1,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,No,,,,,,9,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Satisfied,Very satisfied,Very satisfied,,,1,1,1,,1,1,,1,1,1,,1,1,1,,Yes,No,Yes,Yes,Yes,1,,1,,,1,1,1,NO CHANGE since the pandemic,,,LESS OFTEN than before the pandemic,NO CHANGE since the pandemic,MORE OFTEN than before the pandemic,Yes,,Agree,Disagree,Agree,Agree,Not applicable,Agree,Agree,Agree,Strongly disagree,Sometimes,Often,Sometimes,Sometimes,Agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,,,Man,,,,,,,,,1,,,United States,United States,Yes,1,,,,1,,,,,,,,,,1,,45-54 years old,Masters or equivalent,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,Senior or executive-level,,Non-profit organization or association,,101 to 500,Business development or strategy,,11 to 20 years,21 years or more,,1,
00187,Extremely easy,,1,1,,1,,1,1,,1,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,No,,,,,,,Satisfied,Satisfied,Very satisfied,Very satisfied,Satisfied,Satisfied,Satisfied,,,1,1,1,1,,1,,,,1,,,1,,,Yes,Yes,Somewhat,Yes,Yes,,,,,,1,,1,,,,LESS OFTEN than before the pandemic,,MORE OFTEN than before the pandemic,No,,Agree,Agree,Strongly Agree,Disagree,Not applicable,Agree,Agree,Agree,Agree,Sometimes,Often,Rarely,Sometimes,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,Man,,1,,,,,,,,,,India,India,No,,,1,,1,,,,,,1,,,,,,35-44 years old,Masters or equivalent,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,Mid-level,,Publishing Services Provider,,"2,001 to 10,000",Editorial or peer review,,11 to 20 years,11 to 20 years,1,,
00188,Somewhat easy,,1,1,,1,,1,1,,1,,Agree,Agree,Agree,Agree,,Yes,1 to 3 months,Parental,,Neutral,,7,Satisfied,Satisfied,Dissatisfied,Dissatisfied,Dissatisfied,Satisfied,Satisfied,,,1,,1,,,,,,,,,,,,,Yes,Yes,Somewhat,No,,,,1,,,1,,,LESS OFTEN than before the pandemic,,,LESS OFTEN than before the pandemic,,,I do not know,,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Sometimes,Often,Rarely,Sometimes,Disagree,Agree,Disagree,Disagree,Agree,Agree,,,Woman,,,,,,,,1,,,,United States,United States,Yes,,,1,,,,1,,,,,,,1,,,25-34 years old,Masters or equivalent,,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,,Mid-level,,"Publisher (Commercial, Society, and University)",,2 to 10,Production,,6 to 10 years,6 to 10 years,1,,
00189,Very easy,,1,1,,1,,,1,,1,,Strongly agree,Strongly agree,Strongly agree,Agree,,No,,,,,,8,Satisfied,Satisfied,Satisfied,Dissatisfied,Satisfied,Very satisfied,Very satisfied,,,1,,1,,,1,,1,,1,,,1,,,No,,,Yes,No,,,,,,1,1,,,,,LESS OFTEN than before the pandemic,LESS OFTEN than before the pandemic,,No,,Agree,Disagree,Strongly disagree,Disagree,Not applicable,Agree,Agree,Agree,Strongly agree,Sometimes,Sometimes,Sometimes,Never,Strongly disagree,Disagree,Disagree,Disagree,Agree,Disagree,,,Woman,,,1,,,,,1,,,,United States,United States,Yes,,,1,,,,1,,,,1,,,,,,45-54 years old,Masters or equivalent,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,Intermediate,,Non-profit organization or association,,101 to 500,Editorial or peer review,,11 to 20 years,21 years or more,1,,
00190,Somewhat easy,,1,1,,1,,,,,,,Agree,Disagree,Agree,Disagree,,No,,,,,,,Dissatisfied,Satisfied,Dissatisfied,Satisfied,Dissatisfied,Very satisfied,Satisfied,,,1,,,,,,,1,,,,,,,,Yes,Yes,No,No,,,,,,,,,1,,,,,,MORE OFTEN than before the pandemic,I do not know,,Strongly Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Strongly disagree,Sometimes,Often,Never,Often,Agree,Disagree,Disagree,Disagree,Agree,Agree,,,Woman,,,,,,,,1,,,,United Kingdom,United Kingdom,Yes,,,1,,,,1,,,,1,,,,,,16-24 years old,Bachelor's Degree or equivalent,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,Intermediate,,"Publisher (Commercial, Society, and University)",,11 to 100,Production,,1 to 5 years,1 to 5 years,,,1
00191,Not so easy,1,,,,,,,,,,,Disagree,Disagree,Disagree,Disagree,,No,,,,,,4,Satisfied,Dissatisfied,Dissatisfied,Very dissatisfied,Very dissatisfied,Dissatisfied,Dissatisfied,,,,,1,,,,,,,,,,,,,Yes,No,No,Yes,No,,,1,1,,,,,MORE OFTEN than before the pandemic,MORE OFTEN than before the pandemic,,,,,No,,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Sometimes,Sometimes,Often,Rarely,Agree,Agree,Agree,Disagree,Agree,Agree,,,Woman,,,,,,,,1,,,,Italy,Italy,Yes,,,1,,,,1,,,,1,,,,,,45-54 years old,Doctorate or Advanced Degree,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,Senior or executive-level,,Academic Institution or Library,,"501 to 2,000",Senior Management,,21 years or more,21 years or more,1,,
00192,Somewhat easy,,1,,,1,,,,,1,,Strongly agree,Agree,Agree,Agree,,No,,,,,,8,Satisfied,Satisfied,Not applicable,Satisfied,Dissatisfied,Very satisfied,Satisfied,,,,,1,,,,,,,1,,,,,,Yes,Yes,Yes,Yes,No,,,1,1,,1,1,1,NO CHANGE since the pandemic,MORE OFTEN than before the pandemic,,LESS OFTEN than before the pandemic,NO CHANGE since the pandemic,NO CHANGE since the pandemic,I do not know,,Disagree,Disagree,Disagree,Not applicable,Not applicable,Disagree,Disagree,Disagree,Agree,Sometimes,Rarely,Often,Rarely,Agree,Disagree,Disagree,Disagree,Agree,Agree,,,Man,,1,,,,,,,,,,United States,United States,Yes,,,1,,,,1,,,,1,,,,,,35-44 years old,Masters or equivalent,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,Mid-level,,"Publisher (Commercial, Society, and University)",,11 to 100,Acquisitions,,6 to 10 years,11 to 20 years,,1,
00193,Somewhat easy,,,1,,1,,,,,1,,Disagree,Disagree,Strongly agree,Strongly agree,,No,,,,,,,Very satisfied,Very satisfied,Very satisfied,Not applicable,Very satisfied,Not applicable,Not applicable,,,,,1,,,1,,,,,,,,,,Yes,No,Yes,Yes,Yes,1,,1,1,,1,1,1,NO CHANGE since the pandemic,MORE OFTEN than before the pandemic,,LESS OFTEN than before the pandemic,NO CHANGE since the pandemic,NO CHANGE since the pandemic,I do not know,,Strongly disagree,Strongly disagree,Strongly Agree,Not applicable,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Often,Often,Rarely,Never,I do not know,Disagree,Disagree,Disagree,Disagree,Disagree,,,Woman,,,,,,,,1,,,,United States,United States,Yes,,,1,,,,1,,,,1,,,,,,55-64 years old,Doctorate or Advanced Degree,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,Senior or executive-level,,"Publisher (Commercial, Society, and University)",,11 to 100,Executive Management,,11 to 20 years,21 years or more,1,,
00194,Not at all easy,,1,,,1,,1,,,1,,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,,Yes,6 to 12 months,Not listed (please specify),,Mostly negative,,2,Dissatisfied,Not applicable,Not applicable,Not applicable,Satisfied,Not applicable,Dissatisfied,,,1,,1,,,,,,,,,,,,,No,,,No,,1,,1,1,,,,1,LESS OFTEN than before the pandemic,MORE OFTEN than before the pandemic,,,,NO CHANGE since the pandemic,Yes,,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Sometimes,Sometimes,Often,Often,I do not know,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,1,Not listed (please specify),,,,,,,,,1,,,United Kingdom,Australia,Yes,,,1,,,1,,,,,,,,,1,,55-64 years old,Doctorate or Advanced Degree,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,Not listed (please specify),,Consulting (serving publishing),,2 to 10,Business development or strategy,,1 to 5 years,21 years or more,1,,
00195,Somewhat easy,,1,1,,1,,1,1,,1,,Agree,Agree,Agree,Agree,,No,,,,,,9,Very satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Very satisfied,Satisfied,,,,,1,1,,,,,,1,1,,,,,Yes,Yes,Yes,No,,,,1,1,,1,1,1,LESS OFTEN than before the pandemic,MORE OFTEN than before the pandemic,,NO CHANGE since the pandemic,MORE OFTEN than before the pandemic,LESS OFTEN than before the pandemic,Yes,,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Sometimes,Often,Sometimes,Sometimes,Agree,Disagree,Disagree,Agree,Agree,Agree,,,Woman,,,,,,,,1,,,,United States,United States,Yes,,,1,,1,,,,,,1,,,,,,35-44 years old,Masters or equivalent,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,Entry-level,,Academic Institution or Library,,101 to 500,Not listed (please specify),,1 to 5 years,Less than 1 year,1,,
00196,Not so easy,,,,,1,,,,,1,,Agree,Disagree,Disagree,Disagree,,No,,,,,,,Dissatisfied,Dissatisfied,Very dissatisfied,Dissatisfied,Satisfied,Satisfied,Satisfied,,1,,,,,,,,,,,,,,,,No,,,No,,,1,,,,,,,,,,,,,Yes,,Strongly Agree,Strongly Agree,Strongly disagree,Strongly Agree,Agree,Disagree,Agree,Agree,Disagree,Never,Sometimes,Sometimes,Never,Disagree,Disagree,Disagree,Disagree,I do not know,I do not know,,,Woman,,,,,,,,,1,,,United States,United States,Yes,,,1,,,,1,,,,1,,,,,,35-44 years old,Masters or equivalent,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,Mid-level,,"Publisher (Commercial, Society, and University)",,101 to 500,Communications,,1 to 5 years,11 to 20 years,1,,
00197,Very easy,,1,1,,1,,1,1,,1,,Disagree,Disagree,Agree,Agree,,Yes,Less than 1 month,Parental,,Neutral,,8,Satisfied,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Very satisfied,Very satisfied,,,1,,1,,,,,1,,1,,,,,,I do not know,,,I do not know,,1,,1,1,,,1,1,LESS OFTEN than before the pandemic,MORE OFTEN than before the pandemic,,,NO CHANGE since the pandemic,NO CHANGE since the pandemic,Yes,,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Disagree,Agree,Disagree,Disagree,Sometimes,Often,Rarely,Often,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Disagree,,1,Woman,,,,,,,,1,,,,United States,United States,Yes,,,1,,,,1,,,,1,,,,,,45-54 years old,Masters or equivalent,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,Intermediate,,"Publisher (Commercial, Society, and University)",,"10,001 to 20,001+",Production,,11 to 20 years,21 years or more,1,,
00198,Very easy,,1,1,,1,,1,,,1,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,No,,,,,,,Satisfied,Satisfied,Satisfied,Satisfied,Dissatisfied,Not applicable,Very satisfied,,,1,,1,,,,,1,,1,,,,,,Yes,Yes,Somewhat,No,,,,1,,,1,,,NO CHANGE since the pandemic,,,LESS OFTEN than before the pandemic,,,I do not know,,Agree,Strongly Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Strongly agree,Often,Always,Rarely,Rarely,Agree,Agree,Agree,Agree,Agree,Agree,,,Woman,,,,,,,,1,,,,United States,United States,Yes,,,1,,1,,,,,,,,,,1,,35-44 years old,Doctorate or Advanced Degree,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,Mid-level,,Not listed (please specify),,11 to 100,Editorial or peer review,,6 to 10 years,6 to 10 years,1,,
00199,Somewhat easy,,1,1,,1,,1,,,,,Agree,Agree,Strongly agree,Strongly agree,,No,,,,,,,Very satisfied,Very satisfied,Satisfied,Very satisfied,Satisfied,Very satisfied,Satisfied,,,,,1,,,,,,,1,,,,,,No,,,Yes,No,,,,,,,1,,,,,,NO CHANGE since the pandemic,,No,,Agree,Strongly Agree,Agree,Disagree,Not applicable,Disagree,Strongly agree,Disagree,Strongly disagree,Often,Often,Sometimes,Never,Strongly agree,Strongly agree,Disagree,Disagree,Agree,Strongly agree,,,Woman,,,,,,,,1,,,,United Kingdom,Italy,No,,,1,,,,1,,,,1,,,,,,35-44 years old,Masters or equivalent,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,Mid-level,,"Publisher (Commercial, Society, and University)",,"501 to 2,000",Production,,1 to 5 years,1 to 5 years,,1,
00200,Very easy,,1,1,1,1,,,,,1,,Agree,Agree,Agree,Agree,,No,,,,,,7,Satisfied,Satisfied,Satisfied,Dissatisfied,Dissatisfied,Satisfied,Satisfied,,,1,,,,,,,1,,,,,,,,No,,,No,,,,,,1,1,,1,,,LESS OFTEN than before the pandemic,LESS OFTEN than before the pandemic,,LESS OFTEN than before the pandemic,No,,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Rarely,Often,Sometimes,Sometimes,Agree,Agree,Agree,Agree,Agree,Agree,,,Man,,,,,,,,1,,,,United States,United States,Yes,,1,,,,,1,,,,,1,,,,,25-34 years old,Bachelor's Degree or equivalent,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,Intermediate,,"Publisher (Commercial, Society, and University)",,101 to 500,Production,,1 to 5 years,1 to 5 years,,1,
00201,Not at all easy,,,,,1,,,,,1,,Agree,Agree,Strongly disagree,Strongly disagree,,No,,,,,,,Very dissatisfied,Very dissatisfied,Very dissatisfied,Very dissatisfied,Very dissatisfied,Very dissatisfied,Very dissatisfied,,,,1,1,,,,,,1,1,,,,,,No,,,No,,,,,,1,,1,,,,NO CHANGE since the pandemic,,NO CHANGE since the pandemic,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00202,Not so easy,,,,,1,,,,,1,,Strongly agree,Strongly agree,Agree,Strongly agree,,No,,,,,,2,Satisfied,Dissatisfied,Very dissatisfied,Very dissatisfied,Dissatisfied,Satisfied,Satisfied,,,1,,1,,,,,1,,,,,,,,No,,,Yes,Yes,,,1,1,,1,,1,LESS OFTEN than before the pandemic,MORE OFTEN than before the pandemic,,LESS OFTEN than before the pandemic,,MORE OFTEN than before the pandemic,No,,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,Agree,Disagree,Strongly disagree,Sometimes,Often,Sometimes,Never,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,,,Woman,,1,,,,,,,,,,Brazil,Brazil,Yes,,,1,,,,1,,,,1,,,,,,55-64 years old,Masters or equivalent,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,Intermediate,,Academic Institution or Library,,11 to 100,Production,,1 to 5 years,11 to 20 years,,1,
00203,Somewhat easy,,1,1,1,1,,1,,1,1,,Strongly agree,Agree,Agree,Agree,,No,,,,,,9,Very satisfied,Very satisfied,Very satisfied,Satisfied,Very satisfied,Very satisfied,Very satisfied,,,,,1,,,1,,,,1,,,1,,,No,,,Yes,No,,,1,1,,1,,1,LESS OFTEN than before the pandemic,MORE OFTEN than before the pandemic,,LESS OFTEN than before the pandemic,,NO CHANGE since the pandemic,Yes,,Agree,Agree,Strongly Agree,Agree,Disagree,Agree,Strongly agree,Strongly agree,Disagree,Sometimes,Often,Rarely,Sometimes,Agree,I do not know,I do not know,Agree,Agree,Agree,,,Man,,,,,1,,,1,,,,United States,United States,Yes,,,1,,1,,,,,1,,,,,,,45-54 years old,Doctorate or Advanced Degree,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,Senior or executive-level,,Non-profit organization or association,,101 to 500,Senior Management,,1 to 5 years,11 to 20 years,1,,
00204,Not so easy,,1,,,1,,1,,,1,,Strongly agree,Agree,Agree,Disagree,,Yes,More than 1 year,Illness (Family Member),,Mostly negative,,5,Satisfied,Dissatisfied,Dissatisfied,Very dissatisfied,Very dissatisfied,Dissatisfied,Satisfied,,,1,1,1,1,,1,,,,1,,,1,,,Yes,No,Somewhat,Yes,No,1,,1,1,1,1,1,1,LESS OFTEN than before the pandemic,MORE OFTEN than before the pandemic,LESS OFTEN than before the pandemic,LESS OFTEN than before the pandemic,NO CHANGE since the pandemic,MORE OFTEN than before the pandemic,No,,Strongly Agree,Agree,Disagree,Agree,Agree,Strongly disagree,Disagree,Strongly disagree,Agree,Sometimes,Sometimes,Sometimes,Sometimes,Strongly disagree,Disagree,Agree,Agree,Agree,Agree,,1,Woman,,,,,1,,,1,,,,United States,United States,Yes,,,,1,,,,1,,,1,,,,,,45-54 years old,Bachelor's Degree or equivalent,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,Intermediate,,Technology/analytics,,"2,001 to 10,000",Editorial or peer review,,11 to 20 years,21 years or more,,1,
00205,Extremely easy,,1,,,1,,,,,1,,Strongly agree,Agree,Strongly agree,Strongly agree,,No,,,,,,10,Very satisfied,Very satisfied,Satisfied,Not applicable,Satisfied,Very satisfied,Satisfied,,,,,1,,,,,,,1,,,,,,No,,,Not Applicable,,1,1,,,,,,,,,,,,,Not Applicable,,Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Strongly agree,Agree,Agree,Rarely,Always,Sometimes,Never,Strongly disagree,Disagree,Disagree,Disagree,Strongly agree,Strongly agree,,1,Woman,,,,,,,,1,,,,United States,United States,Yes,,,1,,,,1,,,,,1,,,,,55-64 years old,Masters or equivalent,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,Intermediate,,"Publisher (Commercial, Society, and University)",,2 to 10,Marketing,,Less than 1 year,6 to 10 years,1,,
00206,Somewhat easy,,1,1,,1,,,,,1,,Agree,Disagree,Agree,Agree,,No,,,,,,8,Very satisfied,Dissatisfied,Satisfied,Satisfied,Satisfied,Dissatisfied,Satisfied,,,1,,1,,,1,,1,,1,,,1,,,No,,,No,,,,1,,,1,1,1,LESS OFTEN than before the pandemic,,,LESS OFTEN than before the pandemic,LESS OFTEN than before the pandemic,NO CHANGE since the pandemic,Yes,,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Sometimes,Often,Sometimes,Rarely,Agree,Disagree,Disagree,Disagree,I do not know,I do not know,,,Woman,,,,,,,,1,,,,United States,United States,Yes,,,1,,,,1,,,,1,,,,,,55-64 years old,Masters or equivalent,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,Mid-level,,"Publisher (Commercial, Society, and University)",,101 to 500,Marketing,,1 to 5 years,21 years or more,1,,
00207,Somewhat easy,,1,,,1,,1,,,1,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,No,,,,,,,Very satisfied,Very satisfied,Satisfied,Very satisfied,Satisfied,Very satisfied,Very satisfied,,1,,,,,,,,,,,,,,,,No,,,No,,1,,,1,,1,,1,,MORE OFTEN than before the pandemic,,LESS OFTEN than before the pandemic,,MORE OFTEN than before the pandemic,I do not know,,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Disagree,Agree,Often,Always,Rarely,Sometimes,Disagree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,,1,Woman,,1,,,,,,,,,,United Kingdom,India,No,,,1,,1,,,,,,1,,,,,,45-54 years old,Masters or equivalent,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,Senior or executive-level,,Non-profit organization or association,,11 to 100,Not listed (please specify),,1 to 5 years,11 to 20 years,1,,
00208,Not so easy,,1,1,,,,,1,,,,Disagree,Strongly disagree,Disagree,Strongly disagree,,Yes,3 to 6 months,Sabbatical,,Mostly positive,,6,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Satisfied,Satisfied,Satisfied,,,,,1,,,1,,,,1,,,1,,,No,,,Yes,No,,,1,,,,,,LESS OFTEN than before the pandemic,,,,,,Yes,,Agree,Strongly Agree,Strongly disagree,Disagree,Disagree,Agree,Disagree,Agree,Not applicable,Often,Often,Sometimes,Rarely,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,Man,,,1,,,,,,,,,United States,United States,Yes,1,1,,,,1,,,,,1,,,,,,65 years and older,Masters or equivalent,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,Mid-level,,Academic Institution or Library,,11 to 100,Not listed (please specify),,6 to 10 years,21 years or more,1,,
00209,Somewhat easy,,1,,,1,,,,,1,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,No,,,,,,,Very satisfied,Very satisfied,Very satisfied,Not applicable,Satisfied,Not applicable,Not applicable,,,1,1,1,1,,1,,,,1,,,1,,,Yes,No,Somewhat,Yes,No,,,1,,,1,1,1,LESS OFTEN than before the pandemic,,,NO CHANGE since the pandemic,LESS OFTEN than before the pandemic,NO CHANGE since the pandemic,Yes,,Strongly Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Often,Often,Rarely,Rarely,I do not know,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,,,Woman,,,,,,,,1,,,,United States,United States,Yes,,,1,,,,1,,,,1,,,,,,45-54 years old,Masters or equivalent,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,Senior or executive-level,,Non-profit organization or association,,2 to 10,Not listed (please specify),,6 to 10 years,11 to 20 years,1,,
00210,Somewhat easy,,1,1,1,1,,1,1,1,1,,Agree,Agree,Agree,Agree,,No,,,,,,5,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,,1,,,,,,,,,,,,,,,,No,,,No,,,,,,,1,,,,,,NO CHANGE since the pandemic,,,No,,,,Agree,,Agree,,Agree,,,,Sometimes,,,,,,,,,,,Woman,,1,,,,,,,,,,India,India,Yes,,,,1,,,,1,,,,,,,1,,45-54 years old,Masters or equivalent,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,Mid-level,,"Publisher (Commercial, Society, and University)",,101 to 500,Customer Service,,11 to 20 years,11 to 20 years,1,,
00211,Somewhat easy,,1,1,1,1,,1,,,1,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,No,,,,,,,Very satisfied,Very satisfied,Not applicable,Not applicable,Satisfied,Very satisfied,Satisfied,,,1,,1,,,1,,1,,1,,,1,,,No,,,No,,,,,,,1,,1,,,,NO CHANGE since the pandemic,,MORE OFTEN than before the pandemic,No,,Agree,Agree,Strongly Agree,Disagree,Disagree,Agree,Strongly agree,Agree,Disagree,Sometimes,Always,Rarely,Sometimes,Agree,Agree,Agree,Agree,Agree,Agree,,,Woman,,,,,,,,1,,,,United Kingdom,Romania,No,,,1,,1,,,,,,1,,,,,,25-34 years old,Bachelor's Degree or equivalent,,,,,,,1,,,,,,,,,1,,,,,1,,,,,,,,Intermediate,,Academic Institution or Library,,"501 to 2,000",Customer Service,,11 to 20 years,11 to 20 years,1,,
